Region,Total,Male,Female
NDURA,"4,123","2,019","2,104"
BONDENI,"2,668","1,285","1,383"
HANDAMPIA,"1,455",734,721
LAMU,"143,920","76,103","67,813"
LAMU EAST,"22,258","11,675","10,583"
BASUBA,"1,479",910,569
BASUBA,"1,111",700,411
KIANGWE,494,292,202
MARARANI,254,203,51
MILIMANI,363,205,158
MANGAI,368,210,158
MANGAI,368,210,158
FAZA,"9,971","5,095","4,876"
FAZA,"2,935","1,530","1,405"
KWATINI,"1,332",715,617
KWATONGANI,"1,603",815,788
PATTE,"2,714","1,328","1,386"
PATE,"2,714","1,328","1,386"
SIYU,"2,352","1,244","1,108"
SHANGA,824,416,408
SIYU,"1,528",828,700
TCHUNDWA,"1,970",993,977
TCHUNDWA,"1,970",993,977
KIUNGA,"3,351","1,920","1,431"
KIUNGA,"3,351","1,920","1,431"
MKOKONI,680,363,317
RUBU/MWAMBORE,"2,671","1,557","1,114"
KIZINGITINI,"7,457","3,750","3,707"
KIZINGITINI,"3,714","1,856","1,858"
KIZINGITINI,"3,714","1,856","1,858"
MBWAJUMWALI,"2,430","1,201","1,229"
MYABOGI,"2,430","1,201","1,229"
NDAU,"1,313",693,620
KIWAYUU,547,298,249
NDAU,766,395,371
LAMU WEST,"121,662","64,428","57,230"
AMU,"28,032","14,432","13,599"
LANGONI,"13,386","6,617","6,769"
LANGONI,"13,386","6,617","6,769"
MATONDONI,"2,541","1,326","1,215"
KIPUNGANI,540,330,210
MATONDONI,"2,001",996,"1,005"
MKOMANI,"8,401","4,406","3,994"
MKOMANI,"8,401","4,406","3,994"
SHELA/MANDA,"3,704","2,083","1,621"
MANDA,"1,219",762,457
SHELLA,"2,485","1,321","1,164"
HINDI,"19,193","11,348","7,845"
HINDI / MAGOGONI,"11,336","6,750","4,586"
BARGONI,"1,963","1,238",725
BODHEI JUNCTION,422,323,99
HINDI,"8,951","5,189","3,762"
MOKOWE,"7,857","4,598","3,259"
KILIMANI,"2,076","1,128",948
MOKOWE,"5,781","3,470","2,311"
MKUNUMBI,"12,753","6,703","6,050"
MAJEMBENI,"7,014","3,707","3,307"
MAJEMBENI,"4,110","2,169","1,941"
MAVUNO,"2,904","1,538","1,366"
MKUNUMBI,"4,707","2,482","2,225"
KORENI,442,240,202
MKUNUMBI,"4,265","2,242","2,023"
NDAMBWE,"1,032",514,518
KIZUKE,355,187,168
NDAMBWE,677,327,350
MPEKETONI,"38,341","19,705","18,633"
BAHARINI,"6,418","3,452","2,966"
BAHARI,"3,577","1,929","1,648"
TEWE,"2,841","1,523","1,318"
HONGWE,"13,470","6,886","6,582"
BOMANI,"7,370","3,774","3,594"
HONGWE,"6,100","3,112","2,988"
MAPENYA,"4,191","2,163","2,028"
MAPENYA,"2,000","1,014",986
UZIWA,"2,191","1,149","1,042"
MPEKETONI,"14,262","7,204","7,057"
CENTRAL,"10,821","5,436","5,384"
KIONGWE,"3,441","1,768","1,673"
WITU,"23,343","12,240","11,103"
DIDEWARIDE,"7,247","3,709","3,538"
CHALALUMA,"2,737","1,332","1,405"
MOA,"4,510","2,377","2,133"
PANDANGUO,825,452,373
JIMA,185,88,97
PANDANGUO,640,364,276
WITU,"15,271","8,079","7,192"
SENDEMKE,"4,382","2,430","1,952"
SOROKO,"4,149","2,046","2,103"
WITU,"6,740","3,603","3,137"
TAITA/TAVETA,"340,671","173,337","167,327"
MWATATE,"81,659","41,426","40,231"
MWAMBIRWA,"9,381","4,693","4,688"
RONGE,"6,115","3,131","2,984"
KIGHOMBO/MARUMBENYI,"2,144","1,069","1,075"
MSAURAHAI,"1,117",576,541
RONGENYIKA,"2,854","1,486","1,368"
RONGEJUU,"3,266","1,562","1,704"
KIRONGE/MWAKALERI,"1,238",584,654
KISHAU/KIWETO,"1,218",592,626
NDEMBONYI/BAGHAU,810,386,424
MWATATE,"72,278","36,733","35,543"
BURA,"9,534","4,669","4,864"
ILOLE,"1,273",602,670
MNAMU,"1,361",653,708
MRUGHUA,"2,042",961,"1,081"
NYOLO,"3,680","1,877","1,803"
SAGHAIGHU,"1,178",576,602
CHAWIA,"5,844","2,891","2,953"
CHAWIA,"1,817",888,929
WUSI,"4,027","2,003","2,024"
KIDAYANGERENYI,"3,836","1,915","1,921"
KIDAYA,"1,226",602,624
MACHAKISAGHALA,"1,223",619,604
NGERENYI,"1,387",694,693
KISHAMBA,"5,986","3,047","2,939"
KAYA ILOLE,"2,378","1,197","1,181"
KISHAMBA,"1,867",958,909
MWACHAWAZA,"1,741",892,849
MENGO,"2,226","1,120","1,106"
MENGO,"2,226","1,120","1,106"
MWACHABO,"17,315","8,940","8,375"
MRURU/MANGANGA,"2,963","1,392","1,571"
MWACHABO,"8,550","4,511","4,039"
WUMARISECHU,"5,802","3,037","2,765"
MWAKITAU,"8,448","4,292","4,155"
GODOMA,"3,261","1,625","1,636"
MLUGHIMWASHUMA,"1,972",981,990
MWAKITAU,"3,215","1,686","1,529"
MWATATE,"19,089","9,859","9,230"
MODAMBOGHO,"7,536","3,964","3,572"
MWATATE,"8,779","4,316","4,463"
SEMBE,"2,774","1,579","1,195"
TAITA,"55,959","28,386","27,573"
WUNDANYI,"55,959","28,386","27,573"
KISHUSHE,"5,756","3,004","2,752"
KISHUSHE,"3,839","2,042","1,797"
PARANGA,"1,917",962,955
MBALE,"5,006","2,485","2,521"
CHOKE,901,448,453
MBALE CENTRAL,"1,537",791,746
MLECHI,"1,181",556,625
MOGHO,"1,387",690,697
WERUGHA,"8,913","4,464","4,449"
MARUMANGE,"1,118",579,539
MLONDO,"1,652",833,819
SAGHASA,"2,703","1,342","1,361"
WERUGHA,"3,440","1,710","1,730"
WUMINGU,"9,063","4,643","4,420"
MGHAMBONYI,"2,121","1,083","1,038"
MWARUNGU,"1,875",974,901
NYACHE,"2,854","1,455","1,399"
WUMINGU,"2,213","1,131","1,082"
WUNDANYI,"14,509","7,484","7,025"
MTENI,"3,458","1,717","1,741"
SHIGHARO,"2,991","1,548","1,443"
SUNGULULU,"2,815","1,425","1,390"
WUNDANYI,"5,245","2,794","2,451"
MGANGE,"9,028","4,449","4,579"
LUSHANGONYI,"1,842",929,913
MGANGE DAWIDA,"3,265","1,598","1,667"
MGANGE NYIKA,"2,471","1,216","1,255"
MWAROKO,"1,450",706,744
MWANDA,"3,684","1,857","1,827"
KISHAMBA,"1,913","1,004",909
NJAWULI,"1,771",853,918
TAVETA,"91,222","47,410","43,812"
BOMENI,"50,531","25,634","24,897"
KIMORIGO,"7,566","3,942","3,624"
ELDORO,"4,871","2,489","2,382"
KIMORIGO,"2,695","1,453","1,242"
KITOBO,"8,656","4,627","4,029"
KITOBO,"4,032","2,118","1,914"
MRABANI,"4,624","2,509","2,115"
MAHOO,"6,823","3,403","3,420"
MAHOO,"3,628","1,793","1,835"
MALUKILORITI,"3,195","1,610","1,585"
MBOGHONI,"6,328","3,213","3,115"
MBOGHONI,"2,316","1,174","1,142"
NJORO,"4,012","2,039","1,973"
NGARIGHASHI,"21,158","10,449","10,709"
LESESIA,"9,278","4,445","4,833"
MJINI,"11,880","6,004","5,876"
CHALA,"22,910","11,789","11,121"
CHALA,"9,016","4,654","4,362"
CHALA,"5,616","2,922","2,694"
MAHANDAKINI,"3,400","1,732","1,668"
NAKRUTO,"1,991","1,022",969
KIDONGU,906,477,429
NAKRUTO,"1,085",545,540
NJUKINI,"11,903","6,113","5,790"
CHUMVINI,"3,318","1,694","1,624"
LUMI,"3,197","1,690","1,507"
NJUKINI,"5,388","2,729","2,659"
JIPE,"15,358","7,953","7,405"
KIMALA,"4,397","2,228","2,169"
KIMALA,"2,829","1,391","1,438"
REKEKE,"1,568",837,731
MATA,"6,524","3,465","3,059"
KACHERO,"2,031","1,089",942
MATA,"4,493","2,376","2,117"
TIMBILA,"4,437","2,260","2,177"
MSENGONI,"1,411",729,682
NDILIDAU,"3,026","1,531","1,495"
TSAVO WEST NATIONAL PARK,"2,423","2,034",389
TSAVO WEST NATIONAL PARK,"2,423","2,034",389
TSAVO WEST NATIONAL PARK,"2,423","2,034",389
VOI,"111,831","56,115","55,711"
NYANGALA,"27,644","13,537","14,107"
KASIGAU,"15,290","7,502","7,788"
BUGUTA,"7,000","3,261","3,739"
MAKWASINYI,"3,278","1,618","1,660"
RUKANGA,"5,012","2,623","2,389"
MARUNGU,"12,354","6,035","6,319"
MIASENYI,"2,832","1,430","1,402"
MAUNGU,"9,522","4,605","4,917"
TAUSA,"17,767","9,136","8,631"
MBOLOLO,"9,447","4,897","4,550"
MRARU,"6,411","3,332","3,079"
TAUSA,"3,036","1,565","1,471"
NGOLIA,"8,320","4,239","4,081"
GHAZI,"3,075","1,554","1,521"
NDOME,"3,389","1,723","1,666"
WONGONYI,"1,856",962,894
VOI,"65,581","32,808","32,768"
SAGALLA,"10,381","5,126","5,255"
KISHAMBA,"2,745","1,301","1,444"
NDARA,"3,117","1,535","1,582"
TALIO,"1,759",876,883
TERI,"2,760","1,414","1,346"
VOI,"55,200","27,682","27,513"
KALOLENI,"33,328","16,534","16,793"
MWANGEA,"21,872","11,148","10,720"
TSAVO EAST NATIONAL PARK,839,634,205
TSAVO EAST NATIONAL PARK,839,634,205
TSAVO EAST NATIONAL PARK,839,634,205
GARISSA,"841,353","458,975","382,344"
BALAMBALA,"32,257","20,277","11,979"
BALAMBALA,"9,053","5,844","3,209"
BALAMBALA,"4,574","2,990","1,584"
BALAMBALA,"3,336","2,264","1,072"
BURADANSA,"1,238",726,512
DUJIS,"1,233",743,490
DUJIS,"1,084",662,422
SHIDLE,149,81,68
JARAJARA,"2,198","1,539",659
JARAJARA,"1,513","1,119",394
KONE,685,420,265
OHIO,"1,048",572,476
ABDIGAB,247,130,117
ASHADIN,355,216,139
OHIO,446,226,220
DANYERE,"7,973","5,482","2,490"
DANYERE,"3,185","2,197",988
DANYERE,"2,243","1,627",616
URGAAD,942,570,372
LIBAHLOW,"2,152","1,441",711
DOGOB,743,415,328
LIBAHLOW,"1,409","1,026",383
MUDEY,"2,636","1,844",791
MUDEY,"2,636","1,844",791
SAKA,"15,231","8,951","6,280"
DALEY,"2,941","1,653","1,288"
DALEY,"2,941","1,653","1,288"
KASHA,"2,863","1,747","1,116"
DABELEY,938,519,419
KASHA,"1,925","1,228",697
KUNO,"2,004","1,198",806
KUNO,"2,004","1,198",806
SAKA,"7,423","4,353","3,070"
HADLEY,"1,720",923,797
SAKA,"5,127","3,081","2,046"
SAKA JUNCTION,576,349,227
DADAAB,"185,252","99,059","86,185"
DADAAB,"137,282","72,091","65,186"
ABAKAILE,"7,774","4,172","3,602"
ABAKAILE,"7,774","4,172","3,602"
ALANGO ARBA,"2,339","1,237","1,102"
ALANGO ARBA,"2,339","1,237","1,102"
ALIKUNE,"7,089","3,888","3,200"
ALIKUNE,"7,089","3,888","3,200"
DADAAB,"56,597","29,968","26,628"
DADAAB,"56,597","29,968","26,628"
DAGAHALEY,"42,860","21,947","20,910"
DAGAHALEY,"42,860","21,947","20,910"
KUMAHUMATO,"7,749","4,341","3,408"
KUMAHUMATO,"7,749","4,341","3,408"
LABISIGALE,"8,768","4,212","4,556"
LABISIGALE,"4,567","2,105","2,462"
WELHAR,"4,201","2,107","2,094"
MATHAGIS,"4,106","2,326","1,780"
MATHAGIS,"4,106","2,326","1,780"
DERTU,"10,508","6,022","4,485"
DERTU,"10,508","6,022","4,485"
DERTU,"10,508","6,022","4,485"
LIBOI,"37,462","20,946","16,514"
DAMAJALE,"14,065","7,981","6,083"
DAMAJALE,"9,872","5,462","4,410"
KOKAR,"4,193","2,519","1,673"
KULAN,"10,382","5,623","4,759"
KULAN,"10,382","5,623","4,759"
LIBOI,"13,015","7,342","5,672"
HARHAR,"2,610","1,361","1,249"
LIBOI,"10,405","5,981","4,423"
FAFI,"134,040","72,617","61,413"
BURA,"34,813","18,990","15,816"
BURA,"9,607","5,211","4,395"
BURA,"7,133","3,911","3,221"
JAMBELE,"2,474","1,300","1,174"
GUYO,"2,227","1,142","1,084"
GUYO,"2,227","1,142","1,084"
KAMUTHE,"8,661","4,679","3,979"
KAMUTHE,"5,100","2,777","2,322"
WARABLE,"3,561","1,902","1,657"
MANSABUBU,"5,488","3,110","2,376"
GARASWEINO,"2,620","1,566","1,052"
MANSABUBU,"2,868","1,544","1,324"
NANIGHI,"8,830","4,848","3,982"
ABAQDERA,"2,112","1,182",930
NANIGHI,"6,718","3,666","3,052"
GALMAGALA,"11,619","6,577","5,042"
BULLA GOLOL,"4,868","2,843","2,025"
BULLA GOLOL,"2,234","1,303",931
HAJIJIMAY,"2,634","1,540","1,094"
GALMAGALA,"4,501","2,555","1,946"
DOI,629,357,272
GALMAGALA,"3,056","1,765","1,291"
MARERKADER,816,433,383
GUBIS,"2,250","1,179","1,071"
DEKAHARJA,588,332,256
GUBIS,"1,662",847,815
JARAJILA,"87,608","47,050","40,555"
ALINJUGUR,"5,147","3,056","2,091"
ALINJUGUR,"5,147","3,056","2,091"
AMUMA,"3,599","2,035","1,564"
AMUMA,"3,599","2,035","1,564"
FAFI,"10,007","6,061","3,945"
FAFI,"10,007","6,061","3,945"
HAGADERA,"60,448","31,238","29,208"
HAGADERA,"60,448","31,238","29,208"
RUQA,841,536,305
RUQA,841,536,305
WEL MERER,"5,588","3,110","2,478"
WEL MERER,"5,588","3,110","2,478"
YUMBIS,"1,978","1,014",964
YUMBIS,"1,978","1,014",964
GARISSA,"163,914","83,460","80,449"
CENTRAL,"135,399","68,021","67,373"
GALBET,"21,047","10,383","10,663"
GALBET,"21,047","10,383","10,663"
IFTIN EAST,"15,034","7,528","7,505"
IFTIN EAST,"15,034","7,528","7,505"
IFTIN WEST,"13,774","7,099","6,674"
IFTIN WEST,"13,774","7,099","6,674"
MADINA,"34,487","17,231","17,256"
MADINA EAST,"24,991","12,535","12,456"
MADINA WEST,"9,496","4,696","4,800"
MODIKA,"3,068","1,888","1,180"
MODIKA,"3,068","1,888","1,180"
TOWNSHIP,"14,911","7,533","7,377"
TOWNSHIP,"14,911","7,533","7,377"
WABERI EAST,"17,887","8,788","9,099"
WABERI EAST,"17,887","8,788","9,099"
WABERI WEST,"15,191","7,571","7,619"
TAWAKAL,"2,346","1,194","1,152"
WABERI WEST,"12,845","6,377","6,467"
KORAKORA,"8,381","4,554","3,827"
BOURALGY,"3,423","1,863","1,560"
BOURALGY,"3,423","1,863","1,560"
JARRIOT,"1,219",606,613
JARRIOT,"1,219",606,613
KORAKORA,"3,739","2,085","1,654"
ELDERT,822,432,390
KORAKORA,"2,917","1,653","1,264"
SANKURI,"20,134","10,885","9,249"
ABDISAMIT,"4,551","2,355","2,196"
ABDISAMIT,"1,796",934,862
LAAGO,"1,414",759,655
OWLIYA,"1,341",662,679
RAYA,"3,895","2,071","1,824"
ATHEYLEY,"1,325",699,626
RAYA,"2,570","1,372","1,198"
SANKURI,"10,450","5,797","4,653"
BALICH,"4,462","2,403","2,059"
DOLOLO,"1,636",896,740
SANKURI,"2,575","1,486","1,089"
SHABAH,876,472,404
SHITLE,901,540,361
SHIMBIREY,"1,238",662,576
SHIMBIREY,"1,238",662,576
HULUGHO,"133,984","78,081","55,898"
BODHAI,"19,370","11,531","7,837"
BODHAI,"6,784","3,862","2,922"
BODHAI,"4,939","2,976","1,963"
DOLOLO,"1,845",886,959
JALISH,"12,586","7,669","4,915"
BULTOHAMA,"3,721","2,070","1,651"
FALAMA,"4,396","2,973","1,421"
JALISH,"4,469","2,626","1,843"
HULUGHO,"66,767","37,842","28,924"
BOMA,"2,954","1,604","1,350"
BOMA,"2,954","1,604","1,350"
ELKAMBERE,"14,073","8,241","5,831"
ELKAMBERE,"7,517","4,444","3,072"
KURDE,"3,451","2,059","1,392"
SARIRA,"3,105","1,738","1,367"
GARABEY,"6,870","4,129","2,741"
GARABEY,"3,128","1,938","1,190"
SINAI,"3,742","2,191","1,551"
GESIREB,"4,081","2,485","1,596"
GESIREB,"4,081","2,485","1,596"
HADI,"4,208","2,377","1,831"
HADI,"1,994","1,248",746
IRE,"2,214","1,129","1,085"
HULUGHO,"15,305","8,830","6,475"
HULUGHO,"15,305","8,830","6,475"
JILOMATA,"3,121","1,719","1,402"
JILOMATA,"3,121","1,719","1,402"
KORAN HINDI,"7,336","3,489","3,847"
DOI,"3,636","1,658","1,978"
KORAN HINDI,"3,700","1,831","1,869"
MUFTU,"2,416","1,278","1,138"
MUFTU,"2,416","1,278","1,138"
TUMTISH,"3,223","1,719","1,504"
TUMTISH,"3,223","1,719","1,504"
WARDEIJAB,"3,180","1,971","1,209"
WARDEIJAB,"3,180","1,971","1,209"
SANGAILU,"47,847","28,708","19,137"
EGE,"8,810","5,069","3,740"
EGE,"8,810","5,069","3,740"
GEDILUN,"3,464","2,112","1,352"
GEDILUN,"3,464","2,112","1,352"
HANDARO,"5,288","3,258","2,029"
HANDARO,"4,426","2,665","1,760"
SABENAL,862,593,269
MARE,"13,627","8,268","5,359"
MARE,"13,627","8,268","5,359"
SANGAILU,"9,989","5,948","4,041"
MATAARBA,"3,981","2,321","1,660"
SANGAILU,"6,008","3,627","2,381"
WAKAB-HAREY,"6,669","4,053","2,616"
WAKAB-HAREY,"6,669","4,053","2,616"
IJARA,"141,591","80,458","61,129"
IJARA,"27,617","16,073","11,544"
BULA GOLOL,"5,396","2,913","2,483"
BULA GOLOL,"5,396","2,913","2,483"
IJARA,"16,630","10,165","6,465"
IJARA,"10,659","6,775","3,884"
WARDEGOGA,"5,971","3,390","2,581"
SANGOLE,"5,591","2,995","2,596"
BULLA WACHA,"2,339","1,327","1,012"
SANGOLE,"3,252","1,668","1,584"
KOTILLE,"22,629","13,318","9,309"
ABALATIRO,"7,444","4,552","2,892"
ABALATIRO,"7,444","4,552","2,892"
KORISA,"4,419","2,515","1,903"
KORISA,"4,419","2,515","1,903"
KOTILLE,"10,766","6,251","4,514"
BULA WARIDE,"2,765","1,525","1,240"
KOTILLE,"8,001","4,726","3,274"
MASALANI,"75,873","41,839","34,032"
GABABA,"5,904","3,407","2,497"
ABDI GURE,"1,174",743,431
GABABA,"4,730","2,664","2,066"
GUMAREY,"12,115","6,781","5,334"
GUMAREY,"12,115","6,781","5,334"
HARA,"10,400","5,765","4,635"
HARA,"5,370","2,840","2,530"
QARMADHA,"3,157","1,754","1,403"
RAHMA,"1,873","1,171",702
M. DAHIR,"22,729","12,293","10,435"
M. DAHIR,"22,729","12,293","10,435"
MASALANI,"15,429","8,410","7,018"
MASALANI,"15,429","8,410","7,018"
TORABORA,"9,296","5,183","4,113"
BULA HAJI,"9,296","5,183","4,113"
RUQA,"15,472","9,228","6,244"
GERILLE,"5,425","3,218","2,207"
GERILLE,"5,425","3,218","2,207"
RUQA,"5,045","2,681","2,364"
RUQA,"5,045","2,681","2,364"
WARSAME,"5,002","3,329","1,673"
WARSAME,"5,002","3,329","1,673"
LAGDERA,"50,315","25,023","25,291"
BENANE,"4,847","2,592","2,255"
BENANE,"2,392","1,435",957
BENANE,"1,173",692,481
HAGARJERER,"1,219",743,476
ELDERE,"1,701",800,901
ALI SAGAR,44,24,20
BULLO,470,225,245
ELDERE,"1,187",551,636
TOKOJO,754,357,397
TOKOJO,754,357,397
MODOGASHE,"20,464","10,345","10,119"
BARKUKE,655,418,237
GARSE,655,418,237
ILAN,"3,791","1,914","1,877"
ILAN,"3,791","1,914","1,877"
MAALIMIN,"5,007","2,775","2,232"
DIHILE,"2,654","1,594","1,060"
MAALIMIN,"2,127","1,060","1,067"
WAYAMAJIBRIL,226,121,105
MODOGASHE,"11,011","5,238","5,773"
JANJU,432,224,208
JILANGO,"2,687","1,250","1,437"
MODOGASHE,"7,892","3,764","4,128"
SHANT ABAQ,"25,004","12,086","12,917"
AFWEIN,"4,569","2,122","2,446"
AFWEIN,"4,569","2,122","2,446"
BARAKI,"4,804","2,292","2,512"
BARAKI,"4,804","2,292","2,512"
GOREAL,"8,386","4,044","4,342"
GOREAL,"8,386","4,044","4,342"
GURUFA,"6,868","3,441","3,427"
CHERON,"2,477","1,156","1,321"
GURUFA,"4,391","2,285","2,106"
SHANT ABAK,377,187,190
SHANT ABAK,377,187,190
WAJIR,"781,263","415,374","365,840"
BUNA,"49,886","26,796","23,088"
BUNA,"24,375","12,982","11,391"
BATALU,"2,224","1,272",952
BASNECHA,759,363,396
BATALU,"1,206",738,468
KUROW,259,171,88
BUTE WAYAMA,941,556,385
BUTE WAYAMA,378,227,151
SALA,563,329,234
BOJI,"1,917","1,088",828
BOJI,"1,917","1,088",828
BUNA,"12,054","6,227","5,826"
BERAMO,"1,948",898,"1,049"
BUNA,"7,707","4,081","3,626"
FUNANBUA,"1,619",835,784
GARSEAKE,780,413,367
EL-BORUIDO,442,211,231
EL-BORUIDO,442,211,231
INGIRIR,"2,683","1,488","1,195"
INGIRIR,"1,118",571,547
JIBDER,"1,565",917,648
MALKAGUFU,"3,036","1,579","1,457"
FULO,912,446,466
MALKAGUFU,"2,124","1,133",991
MASALALE NORTH,"1,078",561,517
MASALALE NORTH,"1,078",561,517
KORONDILE,"25,511","13,814","11,697"
BASIR NORTH,662,318,344
BASIR NORTH,662,318,344
GOLBO,"1,326",718,608
GOLBO,848,458,390
JARTE WEST,478,260,218
KORONDILE,"10,527","5,671","4,856"
KOBOLE,512,256,256
KORONDILE,"8,543","4,721","3,822"
NYATTA,"1,472",694,778
LAKOLE NORTH,"3,805","2,171","1,634"
BITOYREBAY,"1,915","1,151",764
LAKOLE NORTH,"1,171",660,511
SAA-KUNO,719,360,359
LENSAYU,"5,294","2,881","2,413"
KOBEDATACHA,933,454,479
LENSAYU,"4,361","2,427","1,934"
HARADE,"3,550","1,888","1,662"
HARADE,"1,909",995,914
WELMARER,"1,641",893,748
SIREY,347,167,180
SIREY,347,167,180
ELDAS,"89,104","45,028","44,069"
ANOLE,"22,890","12,000","10,890"
ANOLE,"6,190","3,578","2,612"
ANOLE,"6,190","3,578","2,612"
JUKALA,"3,163","1,622","1,541"
JUKALA,"1,528",759,769
TOWFIQ,"1,635",863,772
MAJABOW,"1,168",617,551
MAJABOW,"1,168",617,551
MALKAGUFUL SOUTH,"2,003",846,"1,157"
MALKAGUFUL SOUTH,"2,003",846,"1,157"
WARADEY,"4,662","2,154","2,508"
WARADEY,"4,662","2,154","2,508"
WARGADUD,"5,704","3,183","2,521"
WARGADUD,"5,704","3,183","2,521"
DELA,"16,047","8,160","7,887"
ABDIWAQO,"8,510","4,224","4,286"
ABDIWAQO,"8,510","4,224","4,286"
DELA,"5,331","2,798","2,533"
DELA,"4,751","2,528","2,223"
HARAGAL WEST,580,270,310
DELA YARE,"2,206","1,138","1,068"
DELA YARE,"2,206","1,138","1,068"
ELDAS,"37,850","19,226","18,621"
ARESWARJI,"4,016","2,019","1,997"
ARESWARJI,"4,016","2,019","1,997"
BASIR,392,198,194
BASIR,392,198,194
BULLASHAIR,"2,682","1,505","1,177"
BULLASHAIR,"2,682","1,505","1,177"
DAADANTALAI,"2,069","1,100",969
DADHANTALAI,"2,069","1,100",969
ELDAS,"9,588","5,131","4,456"
ELDAS,"3,899","2,082","1,817"
WAGBERI,"5,689","3,049","2,639"
KILKILEY,"4,965","2,529","2,435"
KILKILEY,"4,965","2,529","2,435"
LAKOLE SOUTH,"8,248","3,831","4,416"
LAKOLE SOUTH,"8,248","3,831","4,416"
MASALALE,"5,890","2,913","2,977"
MASALALE,"5,890","2,913","2,977"
EL-NUR,"12,317","5,642","6,671"
BALATUN AMIN,"2,522","1,141","1,381"
BALATUL AMIN,"2,522","1,141","1,381"
BIAD,"2,519",964,"1,551"
BIAD,"1,898",686,"1,208"
ELYUNIS WEST,621,278,343
DODHA,"1,003",451,552
DODHA,"1,003",451,552
EL-NUR,"5,746","2,851","2,895"
EL-NUR,"5,746","2,851","2,895"
TOHIID,527,235,292
TOWHIID,527,235,292
HABASWEIN,"174,134","94,613","79,505"
BANANE,"44,214","24,783","19,431"
BANANE,"13,863","7,925","5,938"
BANANE,"13,863","7,925","5,938"
DABLEY,"3,669","1,983","1,686"
DABLEY,"3,669","1,983","1,686"
ILDALATA,"3,006","1,593","1,413"
TURGUDA,"3,006","1,593","1,413"
SALA,"4,376","2,500","1,876"
SALA,"4,376","2,500","1,876"
SARIF,"19,300","10,782","8,518"
SARIF,"19,300","10,782","8,518"
DADAJABULLA,"24,768","13,408","11,360"
BROON,"1,363",810,553
BROON,"1,363",810,553
DADAJABULLA,"14,828","8,069","6,759"
DADAJABULLA,"14,828","8,069","6,759"
ELIMA DAGOL,"1,253",743,510
ELIMA DAGOL,"1,253",743,510
GARASKA,"2,817","1,389","1,428"
GARASKA,"2,817","1,389","1,428"
GETWAB,"1,595",891,704
GETWAB,"1,595",891,704
LAGDUB,"2,912","1,506","1,406"
LAGDUB,"2,912","1,506","1,406"
HABASWEIN,"80,647","43,259","37,372"
ABAKORE,"10,941","5,797","5,144"
ABAKORE,"10,941","5,797","5,144"
ABORE,591,327,264
ABORE,591,327,264
ALIDUMAL,390,208,182
ALIDUMAL,390,208,182
DALSAN,"3,295","1,800","1,495"
DALSAN,"3,295","1,800","1,495"
DILMANYALE,"9,503","5,111","4,392"
DILMANYALE,"8,364","4,459","3,905"
DULGUB,"1,139",652,487
FADIWEIN,"2,678","1,362","1,316"
FADIWEIN,"2,678","1,362","1,316"
HABASWEIN,"7,035","3,832","3,202"
CENTRAL,"7,035","3,832","3,202"
KARU,"1,562",872,690
ALLANUS,"1,562",872,690
KIBILAY,"7,412","3,841","3,571"
BULLA JUU,"5,460","2,763","2,697"
KIBILAY,"1,952","1,078",874
LAGBOGOL,"2,881","1,526","1,355"
LAGBOGOL,"2,881","1,526","1,355"
LAGDIMA,"2,390","1,313","1,077"
LAGDIMA,"2,390","1,313","1,077"
MATHAHLIBAH,848,498,350
MATHAHLIBAH,848,498,350
MERI,"5,984","3,250","2,734"
AQALAAR,"2,085","1,163",922
MERI,"3,899","2,087","1,812"
NDEGE,"14,689","7,810","6,864"
NDEGE,"14,689","7,810","6,864"
SILIGLE,"6,217","3,499","2,718"
SILIGLE,"6,217","3,499","2,718"
TESORIE,"3,815","1,992","1,823"
TESORIE,"3,815","1,992","1,823"
UDHOLE,416,221,195
UDHOLE,416,221,195
SABULI,"24,505","13,163","11,342"
DAGAHLEY,"9,191","5,038","4,153"
ABDILLE GAB,"1,130",580,550
DAGAHLEY,"5,273","2,745","2,528"
MATHAHBAQAY,813,466,347
WELARI,"1,975","1,247",728
DARFUR,596,310,286
DARFUR,596,310,286
FINI,"3,550","1,887","1,663"
FINI,"3,550","1,887","1,663"
LAMBARAHA,"2,110","1,075","1,035"
LAMBARAHA,"2,110","1,075","1,035"
SABULI,"7,523","4,010","3,513"
ARABLOW,421,230,191
ISKEDEG,"1,405",729,676
SABULI,"3,889","2,090","1,799"
SHIDLEY,"1,808",961,847
SHIMBIRBUL,"1,535",843,692
SHIMBIRBUL,"1,535",843,692
TARBAJ,"56,637","26,856","29,776"
KOTULO,"20,376","9,558","10,817"
AUSMUDULE,"2,002",878,"1,123"
AUSMUDULE,642,271,371
KAJAJA II,"1,360",607,752
BOJIGARAS,894,409,485
BOJIGARAS,894,409,485
DASHEG,"4,187","1,931","2,256"
DASHEG,"2,527","1,158","1,369"
KAJAJA I,"1,660",773,887
KOTULO,"5,127","2,581","2,546"
EL-KOTULO,773,377,396
KOTULO,"4,354","2,204","2,150"
LAFALEY,"4,093","1,975","2,118"
JOWHAR,"1,637",821,816
LAFALEY,"2,456","1,154","1,302"
WARGADUD,"4,073","1,784","2,289"
HUNGAI,"1,689",725,964
WARGADUD,"2,384","1,059","1,325"
MANSA,"8,642","4,230","4,412"
BURMAYO,"2,036",941,"1,095"
BURMAYO,"2,036",941,"1,095"
ELBEN,"2,576","1,217","1,359"
ELBEN,"2,576","1,217","1,359"
